date,source,feed_name,price_column,price_50kg_rs,raw_price_text,raw_row
2021-09-18,priceindex_wayback,13.0,,,,"{""M"": ""13.0"", ""T"": ""14.0"", ""W"": ""15.0"", ""T.1"": ""16.0"", ""F"": ""17.0"", ""S"": ""18.0"", ""S.1"": ""19.0""}"
2021-09-18,priceindex_wayback,20.0,,,,"{""M"": ""20.0"", ""T"": ""21.0"", ""W"": ""22.0"", ""T.1"": ""23.0"", ""F"": ""24.0"", ""S"": ""25.0"", ""S.1"": ""26.0""}"
2021-09-18,priceindex_wayback,27.0,,,,"{""M"": ""27.0"", ""T"": ""28.0"", ""W"": ""29.0"", ""T.1"": ""30.0"", ""F"": ""nan"", ""S"": ""nan"", ""S.1"": ""nan""}"
2021-09-18,priceindex_wayback,6.0,,,,"{""M"": ""6.0"", ""T"": ""7.0"", ""W"": ""8.0"", ""T.1"": ""9.0"", ""F"": ""10.0"", ""S"": ""11.0"", ""S.1"": ""12.0""}"
2021-09-18,priceindex_wayback,Breeder Crumbs,,,,"{""0"": ""19"", ""1"": ""Breeder Crumbs"", ""2"": ""3,425-3,520""}"
2021-09-18,priceindex_wayback,Breeder Grower Crumbs,,,,"{""0"": ""17"", ""1"": ""Breeder Grower Crumbs"", ""2"": ""3,405-3,450""}"
2021-09-18,priceindex_wayback,Breeder Starter Crumbs,,,,"{""0"": ""16"", ""1"": ""Breeder Starter Crumbs"", ""2"": ""3,425-3,500""}"
2021-09-18,priceindex_wayback,Broiler Finisher Crumbs,,,,"{""0"": ""15"", ""1"": ""Broiler Finisher Crumbs"", ""2"": ""3,600-3,700""}"
2021-09-18,priceindex_wayback,Broiler Finisher Crumbs (Control),,,,"{""0"": ""14-S2"", ""1"": ""Broiler Finisher Crumbs (Control)"", ""2"": ""3,610-3,650""}"
2021-09-18,priceindex_wayback,Broiler Finisher Crumbs (Medicated),,,,"{""0"": ""14-S2 M"", ""1"": ""Broiler Finisher Crumbs (Medicated)"", ""2"": ""3,675-3,700""}"
2021-09-18,priceindex_wayback,Broiler Grower Crumbs (Control),,,,"{""0"": ""14-S1"", ""1"": ""Broiler Grower Crumbs (Control)"", ""2"": ""3,625-3,700""}"
2021-09-18,priceindex_wayback,Broiler Pre Starter Crumbs,,,,"{""0"": ""14"", ""1"": ""Broiler Pre Starter Crumbs"", ""2"": ""3,550-3,650""}"
2021-09-18,priceindex_wayback,Broiler Pre Starter Crumbs (Control),,,,"{""0"": ""14-S"", ""1"": ""Broiler Pre Starter Crumbs (Control)"", ""2"": ""3,690-3,720""}"
2021-09-18,priceindex_wayback,Layer Cage Crumbs,,,,"{""0"": ""13-S"", ""1"": ""Layer Cage Crumbs"", ""2"": ""3,200-3,300""}"
2021-09-18,priceindex_wayback,Layer Crumbs,,,,"{""0"": ""13"", ""1"": ""Layer Crumbs"", ""2"": ""3,185-3,350""}"
2021-09-18,priceindex_wayback,Layer Grower Crumbs,,,,"{""0"": ""12"", ""1"": ""Layer Grower Crumbs"", ""2"": ""3,250-3,315""}"
2021-09-18,priceindex_wayback,Layer Starter Chicks Crumbs,,,,"{""0"": ""11"", ""1"": ""Layer Starter Chicks Crumbs"", ""2"": ""3,250-3,300""}"
2021-09-18,priceindex_wayback,Poultry Feed Type,,,,"{""0"": ""Feed Number"", ""1"": ""Poultry Feed Type"", ""2"": ""Price of Feed per 50 Kg bag""}"
2021-09-18,priceindex_wayback,Pre Breeder Crumbs,,,,"{""0"": ""18"", ""1"": ""Pre Breeder Crumbs"", ""2"": ""3,425-3,475""}"
2021-09-18,priceindex_wayback,nan,,,,"{""M"": ""nan"", ""T"": ""nan"", ""W"": ""1.0"", ""T.1"": ""2.0"", ""F"": ""3.0"", ""S"": ""4.0"", ""S.1"": ""5.0""}"
2022-01-24,priceindex_wayback,10.0,,,,"{""M"": ""10.0"", ""T"": ""11.0"", ""W"": ""12.0"", ""T.1"": ""13.0"", ""F"": ""14.0"", ""S"": ""15.0"", ""S.1"": ""16.0""}"
2022-01-24,priceindex_wayback,17.0,,,,"{""M"": ""17.0"", ""T"": ""18.0"", ""W"": ""19.0"", ""T.1"": ""20.0"", ""F"": ""21.0"", ""S"": ""22.0"", ""S.1"": ""23.0""}"
2022-01-24,priceindex_wayback,24.0,,,,"{""M"": ""24.0"", ""T"": ""25.0"", ""W"": ""26.0"", ""T.1"": ""27.0"", ""F"": ""28.0"", ""S"": ""29.0"", ""S.1"": ""30.0""}"
2022-01-24,priceindex_wayback,3.0,,,,"{""M"": ""3.0"", ""T"": ""4.0"", ""W"": ""5.0"", ""T.1"": ""6.0"", ""F"": ""7.0"", ""S"": ""8.0"", ""S.1"": ""9.0""}"
2022-01-24,priceindex_wayback,31.0,,,,"{""M"": ""31.0"", ""T"": ""nan"", ""W"": ""nan"", ""T.1"": ""nan"", ""F"": ""nan"", ""S"": ""nan"", ""S.1"": ""nan""}"
2022-01-24,priceindex_wayback,Breeder Crumbs,,,,"{""0"": ""19"", ""1"": ""Breeder Crumbs"", ""2"": ""3,425-3,520""}"
2022-01-24,priceindex_wayback,Breeder Grower Crumbs,,,,"{""0"": ""17"", ""1"": ""Breeder Grower Crumbs"", ""2"": ""3,405-3,450""}"
2022-01-24,priceindex_wayback,Breeder Starter Crumbs,,,,"{""0"": ""16"", ""1"": ""Breeder Starter Crumbs"", ""2"": ""3,425-3,500""}"
2022-01-24,priceindex_wayback,Broiler Finisher Crumbs,,,,"{""0"": ""15"", ""1"": ""Broiler Finisher Crumbs"", ""2"": ""3,600-3,700""}"
2022-01-24,priceindex_wayback,Broiler Finisher Crumbs (Control),,,,"{""0"": ""14-S2"", ""1"": ""Broiler Finisher Crumbs (Control)"", ""2"": ""3,610-3,650""}"
2022-01-24,priceindex_wayback,Broiler Finisher Crumbs (Medicated),,,,"{""0"": ""14-S2 M"", ""1"": ""Broiler Finisher Crumbs (Medicated)"", ""2"": ""3,675-3,700""}"
2022-01-24,priceindex_wayback,Broiler Grower Crumbs (Control),,,,"{""0"": ""14-S1"", ""1"": ""Broiler Grower Crumbs (Control)"", ""2"": ""3,625-3,700""}"
2022-01-24,priceindex_wayback,Broiler Pre Starter Crumbs,,,,"{""0"": ""14"", ""1"": ""Broiler Pre Starter Crumbs"", ""2"": ""3,550-3,650""}"
2022-01-24,priceindex_wayback,Broiler Pre Starter Crumbs (Control),,,,"{""0"": ""14-S"", ""1"": ""Broiler Pre Starter Crumbs (Control)"", ""2"": ""3,690-3,720""}"
2022-01-24,priceindex_wayback,Layer Cage Crumbs,,,,"{""0"": ""13-S"", ""1"": ""Layer Cage Crumbs"", ""2"": ""3,200-3,300""}"
2022-01-24,priceindex_wayback,Layer Crumbs,,,,"{""0"": ""13"", ""1"": ""Layer Crumbs"", ""2"": ""3,185-3,350""}"
2022-01-24,priceindex_wayback,Layer Grower Crumbs,,,,"{""0"": ""12"", ""1"": ""Layer Grower Crumbs"", ""2"": ""3,250-3,315""}"
2022-01-24,priceindex_wayback,Layer Starter Chicks Crumbs,,,,"{""0"": ""11"", ""1"": ""Layer Starter Chicks Crumbs"", ""2"": ""3,250-3,300""}"
2022-01-24,priceindex_wayback,Poultry Feed Type,,,,"{""0"": ""Feed Number"", ""1"": ""Poultry Feed Type"", ""2"": ""Price of Feed per 50 Kg bag""}"
2022-01-24,priceindex_wayback,Pre Breeder Crumbs,,,,"{""0"": ""18"", ""1"": ""Pre Breeder Crumbs"", ""2"": ""3,425-3,475""}"
2022-01-24,priceindex_wayback,nan,,,,"{""M"": ""nan"", ""T"": ""nan"", ""W"": ""nan"", ""T.1"": ""nan"", ""F"": ""nan"", ""S"": ""1.0"", ""S.1"": ""2.0""}"
2022-07-03,priceindex_wayback,11.0,,,,"{""M"": ""11.0"", ""T"": ""12.0"", ""W"": ""13.0"", ""T.1"": ""14.0"", ""F"": ""15.0"", ""S"": ""16.0"", ""S.1"": ""17.0""}"
2022-07-03,priceindex_wayback,18.0,,,,"{""M"": ""18.0"", ""T"": ""19.0"", ""W"": ""20.0"", ""T.1"": ""21.0"", ""F"": ""22.0"", ""S"": ""23.0"", ""S.1"": ""24.0""}"
2022-07-03,priceindex_wayback,25.0,,,,"{""M"": ""25.0"", ""T"": ""26.0"", ""W"": ""27.0"", ""T.1"": ""28.0"", ""F"": ""29.0"", ""S"": ""30.0"", ""S.1"": ""31.0""}"
2022-07-03,priceindex_wayback,4.0,,,,"{""M"": ""4.0"", ""T"": ""5.0"", ""W"": ""6.0"", ""T.1"": ""7.0"", ""F"": ""8.0"", ""S"": ""9.0"", ""S.1"": ""10.0""}"
2022-07-03,priceindex_wayback,Breeder Crumbs,,,,"{""0"": ""19"", ""1"": ""Breeder Crumbs"", ""2"": ""3,425-3,520""}"
2022-07-03,priceindex_wayback,Breeder Grower Crumbs,,,,"{""0"": ""17"", ""1"": ""Breeder Grower Crumbs"", ""2"": ""3,405-3,450""}"
2022-07-03,priceindex_wayback,Breeder Starter Crumbs,,,,"{""0"": ""16"", ""1"": ""Breeder Starter Crumbs"", ""2"": ""3,425-3,500""}"
2022-07-03,priceindex_wayback,Broiler Finisher Crumbs,,,,"{""0"": ""15"", ""1"": ""Broiler Finisher Crumbs"", ""2"": ""3,600-3,700""}"
2022-07-03,priceindex_wayback,Broiler Finisher Crumbs (Control),,,,"{""0"": ""14-S2"", ""1"": ""Broiler Finisher Crumbs (Control)"", ""2"": ""3,610-3,650""}"
2022-07-03,priceindex_wayback,Broiler Finisher Crumbs (Medicated),,,,"{""0"": ""14-S2 M"", ""1"": ""Broiler Finisher Crumbs (Medicated)"", ""2"": ""3,675-3,700""}"
2022-07-03,priceindex_wayback,Broiler Grower Crumbs (Control),,,,"{""0"": ""14-S1"", ""1"": ""Broiler Grower Crumbs (Control)"", ""2"": ""3,625-3,700""}"
2022-07-03,priceindex_wayback,Broiler Pre Starter Crumbs,,,,"{""0"": ""14"", ""1"": ""Broiler Pre Starter Crumbs"", ""2"": ""3,550-3,650""}"
2022-07-03,priceindex_wayback,Broiler Pre Starter Crumbs (Control),,,,"{""0"": ""14-S"", ""1"": ""Broiler Pre Starter Crumbs (Control)"", ""2"": ""3,690-3,720""}"
2022-07-03,priceindex_wayback,Layer Cage Crumbs,,,,"{""0"": ""13-S"", ""1"": ""Layer Cage Crumbs"", ""2"": ""3,200-3,300""}"
2022-07-03,priceindex_wayback,Layer Crumbs,,,,"{""0"": ""13"", ""1"": ""Layer Crumbs"", ""2"": ""3,185-3,350""}"
2022-07-03,priceindex_wayback,Layer Grower Crumbs,,,,"{""0"": ""12"", ""1"": ""Layer Grower Crumbs"", ""2"": ""3,250-3,315""}"
2022-07-03,priceindex_wayback,Layer Starter Chicks Crumbs,,,,"{""0"": ""11"", ""1"": ""Layer Starter Chicks Crumbs"", ""2"": ""3,250-3,300""}"
2022-07-03,priceindex_wayback,Poultry Feed Type,,,,"{""0"": ""Feed Number"", ""1"": ""Poultry Feed Type"", ""2"": ""Price of Feed per 50 Kg bag""}"
2022-07-03,priceindex_wayback,Pre Breeder Crumbs,,,,"{""0"": ""18"", ""1"": ""Pre Breeder Crumbs"", ""2"": ""3,425-3,475""}"
2022-07-03,priceindex_wayback,nan,,,,"{""M"": ""nan"", ""T"": ""nan"", ""W"": ""nan"", ""T.1"": ""nan"", ""F"": ""1.0"", ""S"": ""2.0"", ""S.1"": ""3.0""}"
2022-10-02,priceindex_wayback,10.0,,,,"{""M"": ""10.0"", ""T"": ""11.0"", ""W"": ""12.0"", ""T.1"": ""13.0"", ""F"": ""14.0"", ""S"": ""15.0"", ""S.1"": ""16.0""}"
2022-10-02,priceindex_wayback,17.0,,,,"{""M"": ""17.0"", ""T"": ""18.0"", ""W"": ""19.0"", ""T.1"": ""20.0"", ""F"": ""21.0"", ""S"": ""22.0"", ""S.1"": ""23.0""}"
2022-10-02,priceindex_wayback,24.0,,,,"{""M"": ""24.0"", ""T"": ""25.0"", ""W"": ""26.0"", ""T.1"": ""27.0"", ""F"": ""28.0"", ""S"": ""29.0"", ""S.1"": ""30.0""}"
2022-10-02,priceindex_wayback,3.0,,,,"{""M"": ""3.0"", ""T"": ""4.0"", ""W"": ""5.0"", ""T.1"": ""6.0"", ""F"": ""7.0"", ""S"": ""8.0"", ""S.1"": ""9.0""}"
2022-10-02,priceindex_wayback,31.0,,,,"{""M"": ""31.0"", ""T"": ""nan"", ""W"": ""nan"", ""T.1"": ""nan"", ""F"": ""nan"", ""S"": ""nan"", ""S.1"": ""nan""}"
2022-10-02,priceindex_wayback,Breeder Crumbs,,,,"{""0"": ""19"", ""1"": ""Breeder Crumbs"", ""2"": ""3,425-3,520""}"
2022-10-02,priceindex_wayback,Breeder Grower Crumbs,,,,"{""0"": ""17"", ""1"": ""Breeder Grower Crumbs"", ""2"": ""3,405-3,450""}"
2022-10-02,priceindex_wayback,Breeder Starter Crumbs,,,,"{""0"": ""16"", ""1"": ""Breeder Starter Crumbs"", ""2"": ""3,425-3,500""}"
2022-10-02,priceindex_wayback,Broiler Finisher Crumbs,,,,"{""0"": ""15"", ""1"": ""Broiler Finisher Crumbs"", ""2"": ""3,600-3,700""}"
2022-10-02,priceindex_wayback,Broiler Finisher Crumbs (Control),,,,"{""0"": ""14-S2"", ""1"": ""Broiler Finisher Crumbs (Control)"", ""2"": ""3,610-3,650""}"
2022-10-02,priceindex_wayback,Broiler Finisher Crumbs (Medicated),,,,"{""0"": ""14-S2 M"", ""1"": ""Broiler Finisher Crumbs (Medicated)"", ""2"": ""3,675-3,700""}"
2022-10-02,priceindex_wayback,Broiler Grower Crumbs (Control),,,,"{""0"": ""14-S1"", ""1"": ""Broiler Grower Crumbs (Control)"", ""2"": ""3,625-3,700""}"
2022-10-02,priceindex_wayback,Broiler Pre Starter Crumbs,,,,"{""0"": ""14"", ""1"": ""Broiler Pre Starter Crumbs"", ""2"": ""3,550-3,650""}"
2022-10-02,priceindex_wayback,Broiler Pre Starter Crumbs (Control),,,,"{""0"": ""14-S"", ""1"": ""Broiler Pre Starter Crumbs (Control)"", ""2"": ""3,690-3,720""}"
2022-10-02,priceindex_wayback,Layer Cage Crumbs,,,,"{""0"": ""13-S"", ""1"": ""Layer Cage Crumbs"", ""2"": ""3,200-3,300""}"
2022-10-02,priceindex_wayback,Layer Crumbs,,,,"{""0"": ""13"", ""1"": ""Layer Crumbs"", ""2"": ""3,185-3,350""}"
2022-10-02,priceindex_wayback,Layer Grower Crumbs,,,,"{""0"": ""12"", ""1"": ""Layer Grower Crumbs"", ""2"": ""3,250-3,315""}"
2022-10-02,priceindex_wayback,Layer Starter Chicks Crumbs,,,,"{""0"": ""11"", ""1"": ""Layer Starter Chicks Crumbs"", ""2"": ""3,250-3,300""}"
2022-10-02,priceindex_wayback,Poultry Feed Type,,,,"{""0"": ""Feed Number"", ""1"": ""Poultry Feed Type"", ""2"": ""Price of Feed per 50 Kg bag""}"
2022-10-02,priceindex_wayback,Pre Breeder Crumbs,,,,"{""0"": ""18"", ""1"": ""Pre Breeder Crumbs"", ""2"": ""3,425-3,475""}"
2022-10-02,priceindex_wayback,nan,,,,"{""M"": ""nan"", ""T"": ""nan"", ""W"": ""nan"", ""T.1"": ""nan"", ""F"": ""nan"", ""S"": ""1.0"", ""S.1"": ""2.0""}"
2023-01-27,priceindex_wayback,10.0,,,,"{""M"": ""9.0"", ""T"": ""10.0"", ""W"": ""11.0"", ""T.1"": ""12.0"", ""F"": ""13.0"", ""S"": ""14.0"", ""S.1"": ""15.0""}"
2023-01-27,priceindex_wayback,17.0,,,,"{""M"": ""16.0"", ""T"": ""17.0"", ""W"": ""18.0"", ""T.1"": ""19.0"", ""F"": ""20.0"", ""S"": ""21.0"", ""S.1"": ""22.0""}"
2023-01-27,priceindex_wayback,24.0,,,,"{""M"": ""23.0"", ""T"": ""24.0"", ""W"": ""25.0"", ""T.1"": ""26.0"", ""F"": ""27.0"", ""S"": ""28.0"", ""S.1"": ""29.0""}"
2023-01-27,priceindex_wayback,3.0,,,,"{""M"": ""2.0"", ""T"": ""3.0"", ""W"": ""4.0"", ""T.1"": ""5.0"", ""F"": ""6.0"", ""S"": ""7.0"", ""S.1"": ""8.0""}"
2023-01-27,priceindex_wayback,31.0,,,,"{""M"": ""30.0"", ""T"": ""31.0"", ""W"": ""nan"", ""T.1"": ""nan"", ""F"": ""nan"", ""S"": ""nan"", ""S.1"": ""nan""}"
2023-01-27,priceindex_wayback,Breeder Crumbs,,,,"{""0"": ""19"", ""1"": ""Breeder Crumbs"", ""2"": ""3,425-3,520""}"
2023-01-27,priceindex_wayback,Breeder Grower Crumbs,,,,"{""0"": ""17"", ""1"": ""Breeder Grower Crumbs"", ""2"": ""3,405-3,450""}"
2023-01-27,priceindex_wayback,Breeder Starter Crumbs,,,,"{""0"": ""16"", ""1"": ""Breeder Starter Crumbs"", ""2"": ""3,425-3,500""}"
2023-01-27,priceindex_wayback,Broiler Finisher Crumbs,,,,"{""0"": ""15"", ""1"": ""Broiler Finisher Crumbs"", ""2"": ""3,600-3,700""}"
2023-01-27,priceindex_wayback,Broiler Finisher Crumbs (Control),,,,"{""0"": ""14-S2"", ""1"": ""Broiler Finisher Crumbs (Control)"", ""2"": ""3,610-3,650""}"
2023-01-27,priceindex_wayback,Broiler Finisher Crumbs (Medicated),,,,"{""0"": ""14-S2 M"", ""1"": ""Broiler Finisher Crumbs (Medicated)"", ""2"": ""3,675-3,700""}"
2023-01-27,priceindex_wayback,Broiler Grower Crumbs (Control),,,,"{""0"": ""14-S1"", ""1"": ""Broiler Grower Crumbs (Control)"", ""2"": ""3,625-3,700""}"
2023-01-27,priceindex_wayback,Broiler Pre Starter Crumbs,,,,"{""0"": ""14"", ""1"": ""Broiler Pre Starter Crumbs"", ""2"": ""3,550-3,650""}"
2023-01-27,priceindex_wayback,Broiler Pre Starter Crumbs (Control),,,,"{""0"": ""14-S"", ""1"": ""Broiler Pre Starter Crumbs (Control)"", ""2"": ""3,690-3,720""}"
2023-01-27,priceindex_wayback,Layer Cage Crumbs,,,,"{""0"": ""13-S"", ""1"": ""Layer Cage Crumbs"", ""2"": ""3,200-3,300""}"
2023-01-27,priceindex_wayback,Layer Crumbs,,,,"{""0"": ""13"", ""1"": ""Layer Crumbs"", ""2"": ""3,185-3,350""}"
2023-01-27,priceindex_wayback,Layer Grower Crumbs,,,,"{""0"": ""12"", ""1"": ""Layer Grower Crumbs"", ""2"": ""3,250-3,315""}"
2023-01-27,priceindex_wayback,Layer Starter Chicks Crumbs,,,,"{""0"": ""11"", ""1"": ""Layer Starter Chicks Crumbs"", ""2"": ""3,250-3,300""}"
2023-01-27,priceindex_wayback,Poultry Feed Type,,,,"{""0"": ""Feed Number"", ""1"": ""Poultry Feed Type"", ""2"": ""Price of Feed per 50 Kg bag""}"
2023-01-27,priceindex_wayback,Pre Breeder Crumbs,,,,"{""0"": ""18"", ""1"": ""Pre Breeder Crumbs"", ""2"": ""3,425-3,475""}"
2023-01-27,priceindex_wayback,nan,,,,"{""M"": ""nan"", ""T"": ""nan"", ""W"": ""nan"", ""T.1"": ""nan"", ""F"": ""nan"", ""S"": ""nan"", ""S.1"": ""1.0""}"
2023-03-28,pricesin_wayback,11,Feed Rate/50kg Bag,3250.0,"Rs. 3,250-3,300","{""Feed No."": ""11"", ""Type Of Poultry Feed"": ""Layer Starter Chicks Crumbs"", ""Feed Rate/50kg Bag"": ""Rs. 3,250-3,300"", ""Updated On"": ""27th March 2023""}"
2023-03-28,pricesin_wayback,12,Feed Rate/50kg Bag,3250.0,"Rs. 3,250-3,315","{""Feed No."": ""12"", ""Type Of Poultry Feed"": ""Layer Grower Crumbs"", ""Feed Rate/50kg Bag"": ""Rs. 3,250-3,315"", ""Updated On"": ""27th March 2023""}"
2023-03-28,pricesin_wayback,13,Feed Rate/50kg Bag,3185.0,"Rs. 3,185-3,350","{""Feed No."": ""13"", ""Type Of Poultry Feed"": ""Layer Crumbs"", ""Feed Rate/50kg Bag"": ""Rs. 3,185-3,350"", ""Updated On"": ""27th March 2023""}"
2023-03-28,pricesin_wayback,13-S,Feed Rate/50kg Bag,3200.0,"Rs. 3,200-3,300","{""Feed No."": ""13-S"", ""Type Of Poultry Feed"": ""Layer Cage Crumbs"", ""Feed Rate/50kg Bag"": ""Rs. 3,200-3,300"", ""Updated On"": ""27th March 2023""}"
2023-03-28,pricesin_wayback,14,Feed Rate/50kg Bag,3550.0,"Rs. 3,550-3,650","{""Feed No."": ""14"", ""Type Of Poultry Feed"": ""Broiler Pre Starter Crumbs"", ""Feed Rate/50kg Bag"": ""Rs. 3,550-3,650"", ""Updated On"": ""27th March 2023""}"
2023-03-28,pricesin_wayback,14-S,Feed Rate/50kg Bag,3690.0,"Rs. 3,690-3,720","{""Feed No."": ""14-S"", ""Type Of Poultry Feed"": ""Broiler Pre Starter Crumbs (Control)"", ""Feed Rate/50kg Bag"": ""Rs. 3,690-3,720"", ""Updated On"": ""27th March 2023""}"
2023-03-28,pricesin_wayback,14-S1,Feed Rate/50kg Bag,3625.0,"Rs. 3,625-3,700","{""Feed No."": ""14-S1"", ""Type Of Poultry Feed"": ""Broiler Grower Crumbs (Control)"", ""Feed Rate/50kg Bag"": ""Rs. 3,625-3,700"", ""Updated On"": ""27th March 2023""}"
2023-03-28,pricesin_wayback,14-S2,Feed Rate/50kg Bag,3610.0,"Rs. 3,610-3,650","{""Feed No."": ""14-S2"", ""Type Of Poultry Feed"": ""Broiler Finisher Crumbs (Control)"", ""Feed Rate/50kg Bag"": ""Rs. 3,610-3,650"", ""Updated On"": ""27th March 2023""}"
2023-03-28,pricesin_wayback,14-S2 M,Feed Rate/50kg Bag,3675.0,"Rs. 3,675-3,700","{""Feed No."": ""14-S2 M"", ""Type Of Poultry Feed"": ""Broiler Finisher Crumbs (Medicated)"", ""Feed Rate/50kg Bag"": ""Rs. 3,675-3,700"", ""Updated On"": ""27th March 2023""}"
2023-03-28,pricesin_wayback,14-S3 M,Feed Rate/50kg Bag,3675.0,"Rs. 3,675-3,710","{""Feed No."": ""14-S3 M"", ""Type Of Poultry Feed"": ""Broiler Finisher Crumbs"", ""Feed Rate/50kg Bag"": ""Rs. 3,675-3,710"", ""Updated On"": ""27th March 2023""}"
2023-03-28,pricesin_wayback,15,Feed Rate/50kg Bag,3600.0,"Rs. 3,600-3,700","{""Feed No."": ""15"", ""Type Of Poultry Feed"": ""Broiler Finisher Crumbs"", ""Feed Rate/50kg Bag"": ""Rs. 3,600-3,700"", ""Updated On"": ""27th March 2023""}"
2023-03-28,pricesin_wayback,16,Feed Rate/50kg Bag,3425.0,"Rs. 3,425-3,500","{""Feed No."": ""16"", ""Type Of Poultry Feed"": ""Breeder Starter Crumbs"", ""Feed Rate/50kg Bag"": ""Rs. 3,425-3,500"", ""Updated On"": ""27th March 2023""}"
2023-03-28,pricesin_wayback,17,Feed Rate/50kg Bag,3405.0,"Rs. 3,405-3,450","{""Feed No."": ""17"", ""Type Of Poultry Feed"": ""Breeder Grower Crumbs"", ""Feed Rate/50kg Bag"": ""Rs. 3,405-3,450"", ""Updated On"": ""27th March 2023""}"
2023-03-28,pricesin_wayback,18,Feed Rate/50kg Bag,3425.0,"Rs. 3,425-3,475","{""Feed No."": ""18"", ""Type Of Poultry Feed"": ""Pre Breeder Crumbs"", ""Feed Rate/50kg Bag"": ""Rs. 3,425-3,475"", ""Updated On"": ""27th March 2023""}"
2023-03-28,pricesin_wayback,19,Feed Rate/50kg Bag,3425.0,"Rs. 3,425-3,520","{""Feed No."": ""19"", ""Type Of Poultry Feed"": ""Breeder Crumbs"", ""Feed Rate/50kg Bag"": ""Rs. 3,425-3,520"", ""Updated On"": ""27th March 2023""}"
2023-06-05,priceindex_wayback,11,Price of Feed per 50 Kg bag,4609.0,"PKR 4,609","{""Feed Number"": ""11"", ""Poultry Feed Type"": ""Layer Starter Chicks Crumbs"", ""Price of Feed per 50 Kg bag"": ""PKR 4,609"", ""Maximum Rate"": ""PKR 4,814""}"
2023-06-05,priceindex_wayback,11,Maximum Rate,4814.0,"PKR 4,814","{""Feed Number"": ""11"", ""Poultry Feed Type"": ""Layer Starter Chicks Crumbs"", ""Price of Feed per 50 Kg bag"": ""PKR 4,609"", ""Maximum Rate"": ""PKR 4,814""}"
2023-06-05,priceindex_wayback,12,Price of Feed per 50 Kg bag,4609.0,"PKR 4,609","{""Feed Number"": ""12"", ""Poultry Feed Type"": ""Layer Grower Crumbs"", ""Price of Feed per 50 Kg bag"": ""PKR 4,609"", ""Maximum Rate"": ""PKR 4,814""}"
2023-06-05,priceindex_wayback,12,Maximum Rate,4814.0,"PKR 4,814","{""Feed Number"": ""12"", ""Poultry Feed Type"": ""Layer Grower Crumbs"", ""Price of Feed per 50 Kg bag"": ""PKR 4,609"", ""Maximum Rate"": ""PKR 4,814""}"
2023-06-05,priceindex_wayback,13,Price of Feed per 50 Kg bag,4544.0,"PKR 4,544","{""Feed Number"": ""13"", ""Poultry Feed Type"": ""Layer Crumbs"", ""Price of Feed per 50 Kg bag"": ""PKR 4,544"", ""Maximum Rate"": ""PKR 4,739""}"
2023-06-05,priceindex_wayback,13,Maximum Rate,4739.0,"PKR 4,739","{""Feed Number"": ""13"", ""Poultry Feed Type"": ""Layer Crumbs"", ""Price of Feed per 50 Kg bag"": ""PKR 4,544"", ""Maximum Rate"": ""PKR 4,739""}"
2023-06-05,priceindex_wayback,13-S,Price of Feed per 50 Kg bag,4559.0,"PKR 4,559","{""Feed Number"": ""13-S"", ""Poultry Feed Type"": ""Layer Cage Crumbs"", ""Price of Feed per 50 Kg bag"": ""PKR 4,559"", ""Maximum Rate"": ""PKR 4,939""}"
2023-06-05,priceindex_wayback,13-S,Maximum Rate,4939.0,"PKR 4,939","{""Feed Number"": ""13-S"", ""Poultry Feed Type"": ""Layer Cage Crumbs"", ""Price of Feed per 50 Kg bag"": ""PKR 4,559"", ""Maximum Rate"": ""PKR 4,939""}"
2023-06-05,priceindex_wayback,14,Price of Feed per 50 Kg bag,4909.0,"PKR 4,909","{""Feed Number"": ""14"", ""Poultry Feed Type"": ""Broiler Pre Starter Crumbs"", ""Price of Feed per 50 Kg bag"": ""PKR 4,909"", ""Maximum Rate"": ""PKR 5,039""}"
2023-06-05,priceindex_wayback,14,Maximum Rate,5039.0,"PKR 5,039","{""Feed Number"": ""14"", ""Poultry Feed Type"": ""Broiler Pre Starter Crumbs"", ""Price of Feed per 50 Kg bag"": ""PKR 4,909"", ""Maximum Rate"": ""PKR 5,039""}"
2023-06-05,priceindex_wayback,14-S,Price of Feed per 50 Kg bag,5049.0,"PKR 5,049","{""Feed Number"": ""14-S"", ""Poultry Feed Type"": ""Broiler Pre Starter Crumbs (Control)"", ""Price of Feed per 50 Kg bag"": ""PKR 5,049"", ""Maximum Rate"": ""PKR 5,079""}"
2023-06-05,priceindex_wayback,14-S,Maximum Rate,5079.0,"PKR 5,079","{""Feed Number"": ""14-S"", ""Poultry Feed Type"": ""Broiler Pre Starter Crumbs (Control)"", ""Price of Feed per 50 Kg bag"": ""PKR 5,049"", ""Maximum Rate"": ""PKR 5,079""}"
2023-06-05,priceindex_wayback,14-S1,Price of Feed per 50 Kg bag,4984.0,"PKR 4,984","{""Feed Number"": ""14-S1"", ""Poultry Feed Type"": ""Broiler Grower Crumbs (Control)"", ""Price of Feed per 50 Kg bag"": ""PKR 4,984"", ""Maximum Rate"": ""PKR 5,059""}"
2023-06-05,priceindex_wayback,14-S1,Maximum Rate,5059.0,"PKR 5,059","{""Feed Number"": ""14-S1"", ""Poultry Feed Type"": ""Broiler Grower Crumbs (Control)"", ""Price of Feed per 50 Kg bag"": ""PKR 4,984"", ""Maximum Rate"": ""PKR 5,059""}"
