date,source,feed_name,price_column,price_50kg_rs,raw_price_text,raw_row
2025-12-05,zeeshanagro,11,50kg Bag,4609.0,"PKR 4,609","{""Feed No."": ""11"", ""Poultry Feed Type"": ""Layer Starter Chicks Crumbs"", ""50kg Bag"": ""PKR 4,609"", ""Max Rate"": ""PKR 4,814""}"
2025-12-05,zeeshanagro,11,Max Rate,4814.0,"PKR 4,814","{""Feed No."": ""11"", ""Poultry Feed Type"": ""Layer Starter Chicks Crumbs"", ""50kg Bag"": ""PKR 4,609"", ""Max Rate"": ""PKR 4,814""}"
2025-12-05,zeeshanagro,12,50kg Bag,4609.0,"PKR 4,609","{""Feed No."": ""12"", ""Poultry Feed Type"": ""Layer Grower Crumbs"", ""50kg Bag"": ""PKR 4,609"", ""Max Rate"": ""PKR 4,814""}"
2025-12-05,zeeshanagro,12,Max Rate,4814.0,"PKR 4,814","{""Feed No."": ""12"", ""Poultry Feed Type"": ""Layer Grower Crumbs"", ""50kg Bag"": ""PKR 4,609"", ""Max Rate"": ""PKR 4,814""}"
2025-12-05,zeeshanagro,13,50kg Bag,4544.0,"PKR 4,544","{""Feed No."": ""13"", ""Poultry Feed Type"": ""Layer Crumbs"", ""50kg Bag"": ""PKR 4,544"", ""Max Rate"": ""PKR 4,739""}"
2025-12-05,zeeshanagro,13,Max Rate,4739.0,"PKR 4,739","{""Feed No."": ""13"", ""Poultry Feed Type"": ""Layer Crumbs"", ""50kg Bag"": ""PKR 4,544"", ""Max Rate"": ""PKR 4,739""}"
2025-12-05,zeeshanagro,13-S,50kg Bag,4559.0,"PKR 4,559","{""Feed No."": ""13-S"", ""Poultry Feed Type"": ""Layer Cage Crumbs"", ""50kg Bag"": ""PKR 4,559"", ""Max Rate"": ""PKR 4,939""}"
2025-12-05,zeeshanagro,13-S,Max Rate,4939.0,"PKR 4,939","{""Feed No."": ""13-S"", ""Poultry Feed Type"": ""Layer Cage Crumbs"", ""50kg Bag"": ""PKR 4,559"", ""Max Rate"": ""PKR 4,939""}"
2025-12-05,zeeshanagro,14,50kg Bag,4909.0,"PKR 4,909","{""Feed No."": ""14"", ""Poultry Feed Type"": ""Broiler Pre Starter Crumbs"", ""50kg Bag"": ""PKR 4,909"", ""Max Rate"": ""PKR 5,039""}"
2025-12-05,zeeshanagro,14,Max Rate,5039.0,"PKR 5,039","{""Feed No."": ""14"", ""Poultry Feed Type"": ""Broiler Pre Starter Crumbs"", ""50kg Bag"": ""PKR 4,909"", ""Max Rate"": ""PKR 5,039""}"
2025-12-05,zeeshanagro,14-S,50kg Bag,5049.0,"PKR 5,049","{""Feed No."": ""14-S"", ""Poultry Feed Type"": ""Broiler Pre Starter Crumbs (Control)"", ""50kg Bag"": ""PKR 5,049"", ""Max Rate"": ""PKR 5,079""}"
2025-12-05,zeeshanagro,14-S,Max Rate,5079.0,"PKR 5,079","{""Feed No."": ""14-S"", ""Poultry Feed Type"": ""Broiler Pre Starter Crumbs (Control)"", ""50kg Bag"": ""PKR 5,049"", ""Max Rate"": ""PKR 5,079""}"
2025-12-05,zeeshanagro,14-S1,50kg Bag,4984.0,"PKR 4,984","{""Feed No."": ""14-S1"", ""Poultry Feed Type"": ""Broiler Grower Crumbs (Control)"", ""50kg Bag"": ""PKR 4,984"", ""Max Rate"": ""PKR 5,059""}"
2025-12-05,zeeshanagro,14-S1,Max Rate,5059.0,"PKR 5,059","{""Feed No."": ""14-S1"", ""Poultry Feed Type"": ""Broiler Grower Crumbs (Control)"", ""50kg Bag"": ""PKR 4,984"", ""Max Rate"": ""PKR 5,059""}"
2025-12-05,zeeshanagro,14-S2,50kg Bag,4969.0,"PKR 4,969","{""Feed No."": ""14-S2"", ""Poultry Feed Type"": ""Broiler Finisher Crumbs (Control)"", ""50kg Bag"": ""PKR 4,969"", ""Max Rate"": ""PKR 5,009""}"
2025-12-05,zeeshanagro,14-S2,Max Rate,5009.0,"PKR 5,009","{""Feed No."": ""14-S2"", ""Poultry Feed Type"": ""Broiler Finisher Crumbs (Control)"", ""50kg Bag"": ""PKR 4,969"", ""Max Rate"": ""PKR 5,009""}"
2025-12-05,zeeshanagro,14-S2 M,50kg Bag,5034.0,"PKR 5,034","{""Feed No."": ""14-S2 M"", ""Poultry Feed Type"": ""Broiler Finisher Crumbs (Medicated)"", ""50kg Bag"": ""PKR 5,034"", ""Max Rate"": ""PKR 5,059""}"
2025-12-05,zeeshanagro,14-S2 M,Max Rate,5059.0,"PKR 5,059","{""Feed No."": ""14-S2 M"", ""Poultry Feed Type"": ""Broiler Finisher Crumbs (Medicated)"", ""50kg Bag"": ""PKR 5,034"", ""Max Rate"": ""PKR 5,059""}"
2025-12-05,zeeshanagro,14-S3 M,50kg Bag,5034.0,"PKR 5,034","{""Feed No."": ""14-S3 M"", ""Poultry Feed Type"": ""Broiler Finisher Crumbs"", ""50kg Bag"": ""PKR 5,034"", ""Max Rate"": ""PKR 5,069""}"
2025-12-05,zeeshanagro,14-S3 M,Max Rate,5069.0,"PKR 5,069","{""Feed No."": ""14-S3 M"", ""Poultry Feed Type"": ""Broiler Finisher Crumbs"", ""50kg Bag"": ""PKR 5,034"", ""Max Rate"": ""PKR 5,069""}"
2025-12-05,zeeshanagro,15,50kg Bag,4959.0,"PKR 4,959","{""Feed No."": ""15"", ""Poultry Feed Type"": ""Broiler Finisher Crumbs"", ""50kg Bag"": ""PKR 4,959"", ""Max Rate"": ""PKR 5,139""}"
2025-12-05,zeeshanagro,15,Max Rate,5139.0,"PKR 5,139","{""Feed No."": ""15"", ""Poultry Feed Type"": ""Broiler Finisher Crumbs"", ""50kg Bag"": ""PKR 4,959"", ""Max Rate"": ""PKR 5,139""}"
2025-12-05,zeeshanagro,16,50kg Bag,4784.0,"PKR 4,784","{""Feed No."": ""16"", ""Poultry Feed Type"": ""Breeder Starter Crumbs"", ""50kg Bag"": ""PKR 4,784"", ""Max Rate"": ""PKR 4,859""}"
2025-12-05,zeeshanagro,16,Max Rate,4859.0,"PKR 4,859","{""Feed No."": ""16"", ""Poultry Feed Type"": ""Breeder Starter Crumbs"", ""50kg Bag"": ""PKR 4,784"", ""Max Rate"": ""PKR 4,859""}"
2025-12-05,zeeshanagro,17,50kg Bag,4764.0,"PKR 4,764","{""Feed No."": ""17"", ""Poultry Feed Type"": ""Breeder Grower Crumbs"", ""50kg Bag"": ""PKR 4,764"", ""Max Rate"": ""PKR 4,809""}"
2025-12-05,zeeshanagro,17,Max Rate,4809.0,"PKR 4,809","{""Feed No."": ""17"", ""Poultry Feed Type"": ""Breeder Grower Crumbs"", ""50kg Bag"": ""PKR 4,764"", ""Max Rate"": ""PKR 4,809""}"
2025-12-05,zeeshanagro,18,50kg Bag,4784.0,"PKR 4,784","{""Feed No."": ""18"", ""Poultry Feed Type"": ""Pre Breeder Crumbs"", ""50kg Bag"": ""PKR 4,784"", ""Max Rate"": ""PKR 5,234""}"
2025-12-05,zeeshanagro,18,Max Rate,5234.0,"PKR 5,234","{""Feed No."": ""18"", ""Poultry Feed Type"": ""Pre Breeder Crumbs"", ""50kg Bag"": ""PKR 4,784"", ""Max Rate"": ""PKR 5,234""}"
2025-12-05,zeeshanagro,19,50kg Bag,4784.0,"PKR 4,784","{""Feed No."": ""19"", ""Poultry Feed Type"": ""Breeder Crumbs"", ""50kg Bag"": ""PKR 4,784"", ""Max Rate"": ""PKR 4,879""}"
2025-12-05,zeeshanagro,19,Max Rate,4879.0,"PKR 4,879","{""Feed No."": ""19"", ""Poultry Feed Type"": ""Breeder Crumbs"", ""50kg Bag"": ""PKR 4,784"", ""Max Rate"": ""PKR 4,879""}"
